종목코드,종목명,현재가,대비,등락률(%),매도호가,매수호가,거래량(주),거래대금(원),시가,고가,저가,액면가,통화구분,상장주식수(주),상장시가총액(원),총카운트
141070,맥스로텍,"2,170","-20","0.91","2,180","2,170","567,172","1,269,462,175","2,280","2,390","2,170","500",원(KRW),"14,001,862","30,384,040,540",
067280,멀티캠퍼스,"38,250","-550","1.42","38,250","37,750","6,835","259,570,900","38,950","39,000","37,450","500",원(KRW),"5,926,779","226,699,296,750",
072870,메가스터디,"32,700","-100","0.30","32,700","32,650","988","32,338,750","32,900","32,900","32,550","500",원(KRW),"4,016,291","131,332,715,700",
215200,메가스터디교육,"47,150","-600","1.26","47,200","47,150","1,148","54,373,800","47,500","47,650","47,050","500",원(KRW),"2,324,376","109,594,328,400",
133750,메가엠디,"4,170","140","3.47","4,170","4,165","427,892","1,755,609,295","4,050","4,190","3,940","500",원(KRW),"22,368,593","93,277,032,810",
041920,메디아나,"16,800","-400","2.33","16,900","16,800","56,175","960,285,950","17,300","17,450","16,750","500",원(KRW),"8,650,496","145,328,332,800",
086900,메디톡스,"405,500","-4,000","0.98","405,500","404,600","17,295","7,024,703,000","410,300","413,500","399,400","500",원(KRW),"5,656,535","2,293,724,942,500",
078160,메디포스트,"60,600","-3,500","5.46","60,800","60,600","100,253","6,178,858,000","64,200","64,200","60,600","500",원(KRW),"7,858,421","476,220,312,600",
065650,메디프론,"5,730","-170","2.88","5,740","5,730","166,099","949,187,170","5,890","5,890","5,560","500",원(KRW),"26,102,923","149,569,748,790",
021880,메이슨캐피탈,"509","2","0.39","509","508","195,913","100,532,900","501","522","501","500",원(KRW),"73,267,748","37,293,283,732",
140410,메지온,"21,750","-800","3.55","21,850","21,750","25,092","552,109,100","22,150","22,600","21,700","500",원(KRW),"8,158,000","177,436,500,000",
059210,메타바이오메드,"4,560","-210","4.40","4,560","4,555","275,901","1,275,914,545","4,770","4,795","4,560","500",원(KRW),"21,874,423","99,747,368,880",
058110,멕아이씨에스,"6,370","-50","0.78","6,440","6,370","202,303","1,336,335,020","6,690","6,920","6,370","500",원(KRW),"5,361,500","34,152,755,000",
096640,멜파스,"7,470","-30","0.40","7,480","7,470","57,219","424,070,290","7,500","7,560","7,340","500",원(KRW),"21,257,151","158,790,917,970",
080420,모다이노칩,"10,450","100","0.97","10,500","10,450","6,027","63,457,400","10,400","10,650","10,400","500",원(KRW),"39,860,811","416,545,474,950",
149940,모다정보통신,"10,250","150","1.49","10,250","10,200","52,855","544,055,680","10,050","10,650","9,990","500",원(KRW),"12,280,556","125,875,699,000",
080160,모두투어,"27,150","-500","1.81","27,150","27,100","37,891","1,024,347,100","27,450","27,500","26,750","500",원(KRW),"12,600,000","342,090,000,000",
100030,모바일리더,"11,800","-50","0.42","11,850","11,800","14,370","169,839,250","11,900","11,950","11,700","500",원(KRW),"3,283,714","38,747,825,200",
101330,모베이스,"7,680","30","0.39","7,700","7,680","29,940","228,771,710","7,730","7,750","7,600","500",원(KRW),"15,552,000","119,439,360,000",
033200,모아텍,"3,930","30","0.00","3,930","3,890","12,371","47,878,940","3,905","3,950","3,835","500",원(KRW),"14,331,185","56,321,557,050",
006920,모헨즈,"5,720","-190","3.21","5,720","5,690","452,601","2,593,700,840","5,710","5,910","5,610","500",원(KRW),"10,920,000","62,462,400,000",
001810,무림SP,"3,465","-15","0.43","3,475","3,465","29,627","102,365,785","3,500","3,510","3,430","500",원(KRW),"22,137,500","76,706,437,500",
161570,미동앤씨네마,"7,630","-140","1.80","7,660","7,630","49,300","378,165,030","7,710","7,830","7,570","500",원(KRW),"12,800,000","97,664,000,000",
095500,미래나노텍,"5,730","-80","1.38","5,770","5,730","191,786","1,118,797,650","5,810","5,960","5,700","500",원(KRW),"23,289,533","133,449,024,090",
215750,미래에셋제3호스팩,"2,040","-15","0.73","2,040","2,015","22,181","44,837,025","2,035","2,055","2,015","100",원(KRW),"6,100,000","12,444,000,000",
239340,미래에셋제5호스팩,"2,040","15","0.74","2,035","2,010","801","1,606,040","2,005","2,040","2,005","100",원(KRW),"4,800,000","9,792,000,000",
049950,미래컴퍼니,"17,000","-100","0.58","17,000","16,950","20,803","354,103,500","17,350","17,350","16,800","500",원(KRW),"7,660,828","130,234,076,000",
213090,미래테크놀로지,"9,350","-30","0.32","9,350","9,340","7,497","69,959,070","9,380","9,380","9,280","500",원(KRW),"5,500,000","51,425,000,000",
207760,미스터블루,"3,970","30","0.00","3,980","3,970","684,983","2,841,479,595","4,070","4,250","3,960","100",원(KRW),"23,636,954","93,838,707,380",
059090,미코,"3,085","-15","0.48","3,085","3,080","97,478","298,784,190","3,100","3,150","3,030","500",원(KRW),"27,498,921","84,834,171,285",
201490,미투온,"6,900","200","2.99","6,950","6,900","8,406,364","58,591,848,450","6,500","7,450","6,500","500",원(KRW),"29,961,122","206,731,741,800",
214180,민앤지,"29,350","-350","1.18","29,400","29,350","35,821","1,047,739,850","29,650","29,700","29,000","500",원(KRW),"5,943,314","174,436,265,900",
206640,바디텍메드,"21,100","-200","0.94","21,150","21,100","87,045","1,827,255,950","21,300","21,400","20,700","1,000",원(KRW),"21,164,897","446,579,326,700",
018700,바른손,"14,950","1,000","7.17","15,000","14,950","3,710,586","54,312,767,850","14,500","15,500","13,600","1,000",원(KRW),"12,185,676","182,175,856,200",
035620,바른손이앤에이,"3,360","-40","1.18","3,360","3,355","2,045,496","6,963,324,390","3,415","3,525","3,310","500",원(KRW),"67,006,339","225,141,299,040",
064520,바른전자,"1,790","-45","2.45","1,795","1,790","563,387","1,018,481,585","1,850","1,855","1,780","500",원(KRW),"64,499,522","115,454,144,380",
029480,바른테크놀로지,"1,690","-5","0.29","1,690","1,675","61,951","104,507,890","1,670","1,740","1,670","500",원(KRW),"22,555,655","38,119,056,950",
053030,바이넥스,"15,450","-550","3.44","15,500","15,450","126,463","1,983,993,500","16,000","16,000","15,450","500",원(KRW),"31,233,448","482,556,771,600",
084990,바이로메드,"96,800","-4,200","4.16","96,800","96,700","71,792","7,052,247,900","100,700","100,700","95,800","500",원(KRW),"14,306,260","1,384,845,968,000",
064550,바이오니아,"8,890","590","7.11","8,890","8,800","241,068","2,147,063,160","8,410","9,350","8,410","500",원(KRW),"15,491,488","137,719,328,320",
208710,바이오로그디바이스,"2,355","-35","1.46","2,365","2,355","228,274","537,584,140","2,410","2,410","2,320","100",원(KRW),"27,402,512","64,532,915,760",
142760,바이오리더스,"7,190","-230","3.10","7,220","7,190","53,451","391,004,710","7,420","7,490","7,190","500",원(KRW),"12,354,310","88,827,488,900",
038460,바이오스마트,"5,430","-70","1.27","5,460","5,430","58,839","323,676,590","5,500","5,580","5,430","500",원(KRW),"17,430,967","94,650,150,810",
086040,바이오톡스텍,"5,820","20","0.34","5,820","5,790","13,146","75,090,730","5,850","5,850","5,640","500",원(KRW),"14,419,623","83,922,205,860",
032980,바이온,"2,135","-85","3.83","2,135","2,130","345,393","740,274,345","2,220","2,230","2,110","500",원(KRW),"23,074,809","49,264,717,215",
043150,바텍,"32,550","-1,450","4.26","32,600","32,550","71,512","2,352,123,250","34,000","34,000","32,400","500",원(KRW),"14,854,256","483,506,032,800",
046310,백금T&A,"4,850","-200","3.96","4,855","4,850","263,046","1,279,720,545","5,000","5,020","4,770","500",원(KRW),"11,451,000","55,537,350,000",
036620,버추얼텍,"2,250","-80","3.43","2,265","2,250","132,038","300,997,515","2,305","2,355","2,250","500",원(KRW),"16,868,388","37,953,873,000",
104200,벅스,"12,950","150","1.17","12,950","12,900","46,684","599,579,450","12,800","13,050","12,700","500",원(KRW),"14,827,550","192,016,772,500",
177350,베셀,"6,320","-150","2.32","6,320","6,310","190,297","1,208,073,620","6,470","6,470","6,200","500",원(KRW),"11,192,368","70,735,765,760",
225530,보광산업,"14,700","1,200","8.89","14,700","14,650","1,091,805","16,037,496,150","13,700","15,050","13,700","500",원(KRW),"22,980,000","337,806,000,000",
014100,보령메디앙스,"15,450","-250","1.59","15,500","15,450","40,567","627,899,350","15,700","15,750","15,400","500",원(KRW),"11,000,000","169,950,000,000",
006910,보성파워텍,"4,895","135","2.84","4,895","4,890","1,892,130","9,039,003,860","4,760","4,960","4,600","500",원(KRW),"45,854,719","224,458,849,505",
026260,보타바이오,"2,900","-60","2.03","2,900","2,895","768,696","2,284,804,280","2,950","3,095","2,840","500",원(KRW),"29,507,385","85,571,416,500",
014470,부방,"4,425","-35","0.78","4,425","4,420","141,598","626,152,025","4,460","4,490","4,365","500",원(KRW),"47,293,490","209,273,693,250",
008470,부스타,"6,060","30","0.50","6,060","6,050","31,870","192,349,280","6,030","6,100","5,950","500",원(KRW),"8,404,800","50,933,088,000",
100120,뷰웍스,"62,900","30","0.00","62,900","62,600","20,212","1,259,832,400","62,900","63,100","61,300","500",원(KRW),"10,001,865","629,117,308,500",
064480,브리지텍,"5,900","20","0.34","5,900","5,890","41,639","244,285,890","5,880","5,940","5,790","500",원(KRW),"11,952,500","70,519,750,000",
033560,블루콤,"13,000","-250","1.89","13,000","12,950","68,321","895,665,350","13,250","13,300","12,900","500",원(KRW),"19,200,000","249,600,000,000",
200780,비씨월드제약,"24,150","-450","1.83","24,400","24,150","20,421","499,062,900","24,750","24,750","24,150","200",원(KRW),"6,673,848","161,173,429,200",
141000,비아트론,"20,300","550","2.78","20,400","20,300","589,542","12,085,480,200","19,900","20,750","19,900","500",원(KRW),"12,114,710","245,928,613,000",
090460,비에이치,"11,100","-150","1.33","11,100","11,050","300,215","3,320,041,500","11,200","11,350","10,750","500",원(KRW),"15,634,888","173,547,256,800",
083650,비에이치아이,"3,495","110","3.25","3,495","3,465","231,110","817,182,505","3,420","3,755","3,260","500",원(KRW),"26,000,000","90,870,000,000",
086670,비엠티,"7,370","1,700","29.98","0","7,370","3,138,743","22,180,646,600","5,900","7,370","5,900","500",원(KRW),"8,146,529","60,039,918,730",
082920,비츠로셀,"11,100","30","0.00","11,100","11,050","21,675","238,878,800","11,050","11,150","10,850","500",원(KRW),"16,325,752","181,215,847,200",
054220,비츠로시스,"1,845","45","2.50","1,845","1,840","1,450,656","2,643,450,175","1,795","1,870","1,765","500",원(KRW),"40,279,128","74,314,991,160",
042370,비츠로테크,"5,300","-180","3.28","5,310","5,300","123,444","663,569,730","5,560","5,560","5,300","500",원(KRW),"22,353,873","118,475,526,900",
032850,비트컴퓨터,"6,250","-250","3.85","6,260","6,250","142,019","900,432,510","6,590","6,590","6,250","500",원(KRW),"16,623,293","103,895,581,250",
093190,빅솔론,"13,350","-150","1.11","13,350","13,300","7,400","98,951,300","13,300","13,500","13,300","500",원(KRW),"10,200,000","136,170,000,000",
065450,빅텍,"2,870","-15","0.52","2,870","2,865","541,212","1,548,212,865","2,870","2,895","2,835","200",원(KRW),"24,500,000","70,315,000,000",
069540,빛과전자,"7,370","20","0.27","7,370","7,360","29,597","213,463,920","7,350","7,410","7,100","500",원(KRW),"7,169,354","52,838,138,980",
072950,빛샘전자,"6,700","-50","0.74","6,700","6,690","14,270","96,399,020","6,680","6,840","6,680","500",원(KRW),"6,000,000","40,200,000,000",
143240,사람인에이치알,"17,750","-150","0.84","17,800","17,750","103,614","1,844,224,300","18,050","18,050","17,550","500",원(KRW),"11,634,263","206,508,168,250",
123260,사파이어테크놀로지,"5,620","-40","0.71","5,640","5,620","22,377","125,958,810","5,590","5,810","5,550","500",원(KRW),"8,327,769","46,802,061,780",
100090,삼강엠앤티,"9,050","190","2.14","9,050","9,000","247,213","2,274,577,620","8,880","9,470","8,830","500",원(KRW),"15,130,877","136,934,436,850",
122350,삼기오토모티브,"3,555","5","0.14","3,560","3,555","19,609","69,976,250","3,590","3,595","3,535","100",원(KRW),"30,827,256","109,590,895,080",
014970,삼륭물산,"7,420","70","0.95","7,420","7,350","3,036","22,425,060","7,430","7,430","7,300","500",원(KRW),"15,125,000","112,227,500,000",
018310,삼목에스폼,"14,200","-50","0.35","14,200","14,150","45,184","635,211,600","14,150","14,250","13,900","500",원(KRW),"14,700,000","208,740,000,000",
053700,삼보모터스,"7,460","-130","1.71","7,460","7,450","63,765","475,560,040","7,640","7,640","7,400","500",원(KRW),"12,178,935","90,854,855,100",
009620,삼보산업,"26,800","-50","0.19","26,800","26,750","2,743","73,096,250","26,850","26,900","26,550","500",원(KRW),"1,400,000","37,520,000,000",
023600,삼보판지,"8,200","80","0.99","8,200","8,120","36,749","299,355,960","8,020","8,270","8,020","500",원(KRW),"14,000,000","114,800,000,000",
111870,삼본정밀전자,"12,050","200","1.69","12,100","12,050","72,889","876,687,500","11,850","12,350","11,600","500",원(KRW),"9,500,000","114,475,000,000",
009300,삼아제약,"22,900","-750","3.17","23,100","22,900","25,805","606,015,000","23,650","24,500","22,900","1,000",원(KRW),"6,370,000","145,873,000,000",
054540,삼영엠텍,"4,800","35","0.73","4,800","4,795","300,402","1,436,278,060","4,780","4,835","4,750","500",원(KRW),"13,000,000","62,400,000,000",
065570,삼영이엔씨,"9,170","30","0.00","9,170","9,160","57,270","522,488,960","9,200","9,220","9,060","500",원(KRW),"8,800,000","80,696,000,000",
082660,삼우엠스,"2,300","-20","0.86","2,300","2,290","85,487","198,195,490","2,365","2,385","2,290","500",원(KRW),"11,587,317","26,650,829,100",
073640,삼원테크,"1,390","40","2.96","1,395","1,390","1,484,391","2,059,666,675","1,350","1,440","1,315","500",원(KRW),"28,312,400","39,354,236,000",
032280,삼일,"2,975","-335","10.12","2,980","2,975","4,433,594","14,910,371,110","3,525","3,700","2,965","1,000",원(KRW),"16,213,590","48,235,430,250",
002290,삼일기업공사,"4,305","445","11.53","4,330","4,305","1,985,224","8,597,763,000","3,985","4,555","3,910","500",원(KRW),"12,400,000","53,382,000,000",
037460,삼지전자,"8,890","-480","5.12","8,890","8,880","650,081","5,858,893,740","9,300","9,350","8,800","500",원(KRW),"14,336,324","127,449,920,360",
032750,삼진,"8,130","30","0.00","8,140","8,130","60,656","487,549,270","8,100","8,220","7,910","500",원(KRW),"6,000,000","48,780,000,000",
054090,삼진엘앤디,"3,030","-80","2.57","3,040","3,030","173,390","524,473,420","3,110","3,110","2,970","500",원(KRW),"22,863,430","69,276,192,900",
000250,삼천당제약,"9,750","-180","1.81","9,770","9,750","90,355","887,997,710","9,890","10,000","9,690","500",원(KRW),"21,342,456","208,088,946,000",
024950,삼천리자전거,"14,100","-250","1.74","14,150","14,100","22,482","319,132,650","14,350","14,450","14,100","500",원(KRW),"13,273,577","187,157,435,700",
017480,삼현철강,"4,175","30","0.00","4,175","4,170","10,617","44,181,420","4,175","4,205","4,120","500",원(KRW),"15,702,890","65,559,565,750",
046390,삼화네트웍스,"1,760","-85","4.61","1,770","1,760","202,108","361,885,930","1,840","1,870","1,750","200",원(KRW),"42,782,933","75,297,962,080",
027580,상보,"3,705","-50","1.33","3,715","3,705","213,784","796,456,470","3,795","3,820","3,630","500",원(KRW),"27,147,587","100,581,809,835",
091580,상신이디피,"4,350","-60","1.36","4,360","4,350","88,354","384,662,965","4,410","4,445","4,300","500",원(KRW),"11,295,050","49,133,467,500",
089980,상아프론테크,"10,200","-200","1.92","10,200","10,150","29,647","302,534,550","10,400","10,400","10,100","500",원(KRW),"13,301,489","135,675,187,800",
042600,새로닉스,"4,665","-155","3.22","4,665","4,650","38,671","180,491,125","4,820","4,820","4,610","500",원(KRW),"12,423,574","57,955,972,710",
038070,서린바이오,"18,150","150","0.83","18,200","18,150","279,766","5,177,388,400","18,350","18,800","18,150","500",원(KRW),"5,971,894","108,389,876,100",
006730,서부T&D,"19,800","250","1.28","19,800","19,750","53,458","1,051,389,050","19,500","19,850","19,350","500",원(KRW),"34,332,265","679,778,847,000",
079650,서산,"212,300","5,300","2.56","212,300","211,500","5,753","1,178,677,200","203,500","213,500","200,200","5,000",원(KRW),"400,000","84,920,000,000",
100660,서암기계공업,"4,005","20","0.50","4,010","4,005","115,573","456,765,790","3,950","4,015","3,900","500",원(KRW),"12,600,000","50,463,000,000",
012860,서연전자,"3,245","-60","1.82","3,245","3,240","154,837","501,482,105","3,285","3,290","3,215","500",원(KRW),"27,000,000","87,615,000,000",
019770,서연탑메탈,"5,520","180","3.37","5,530","5,520","12,848,617","74,909,182,380","6,000","6,360","5,290","500",원(KRW),"11,650,000","64,308,000,000",
043710,서울리거,"9,590","30","0.00","0","0","0","0","0","0","0","500",원(KRW),"20,445,451","196,071,875,090",
046890,서울반도체,"14,150","-300","2.08","14,200","14,150","240,089","3,426,374,350","14,600","14,600","14,150","500",원(KRW),"58,305,400","825,021,410,000",
063170,서울옥션,"12,950","-200","1.52","13,000","12,950","18,198","235,875,100","13,000","13,150","12,850","500",원(KRW),"16,917,500","219,081,625,000",
027040,서울전자통신,"1,250","-25","1.96","1,275","1,250","222,554","280,817,740","1,285","1,290","1,250","500",원(KRW),"60,541,638","75,677,047,500",
018680,서울제약,"10,200","-250","2.39","10,300","10,200","12,125","124,927,350","10,450","10,600","10,200","500",원(KRW),"7,400,526","75,485,365,200",
093920,서원인텍,"10,900","-50","0.46","10,950","10,900","25,235","275,764,050","10,950","11,000","10,800","500",원(KRW),"18,600,000","202,740,000,000",
189860,서전기전,"9,920","-630","5.97","9,920","9,910","221,378","2,218,718,830","10,600","10,600","9,800","500",원(KRW),"4,849,390","48,105,948,800",
122690,서진오토모티브,"5,350","150","2.88","5,390","5,350","101,364","542,244,970","5,240","5,500","5,210","500",원(KRW),"16,032,475","85,773,741,250",
011370,서한,"2,190","40","1.86","2,190","2,185","782,776","1,696,876,765","2,145","2,190","2,125","500",원(KRW),"100,894,865","220,959,754,350",
065710,서호전기,"11,850","150","1.28","11,900","11,850","23,646","277,740,200","11,700","11,900","11,600","500",원(KRW),"5,150,000","61,027,500,000",
033790,서화정보통신,"4,445","-1,405","24.02","4,460","4,445","2,563,260","12,252,355,865","6,010","6,150","4,320","500",원(KRW),"11,411,400","50,723,673,000",
035890,서희건설,"1,570","60","3.97","1,570","1,565","2,172,232","3,366,139,915","1,530","1,570","1,520","500",원(KRW),"159,937,200","251,101,404,000",
003100,선광,"18,300","30","0.00","18,300","18,150","2,787","50,855,900","18,300","18,400","18,100","1,000",원(KRW),"6,600,000","120,780,000,000",
123420,선데이토즈,"28,650","-850","2.88","28,900","28,650","62,477","1,839,022,150","30,000","30,200","28,650","500",원(KRW),"9,569,842","274,175,973,300",
014620,성광벤드,"10,000","90","0.91","10,050","10,000","429,250","4,300,127,450","9,950","10,150","9,820","500",원(KRW),"28,600,000","286,000,000,000",
037350,성도이엔지,"4,905","-75","1.51","4,910","4,905","51,405","252,565,215","4,980","4,980","4,880","500",원(KRW),"15,420,000","75,635,100,000",
081580,성우전자,"4,920","-90","1.80","4,925","4,920","75,728","373,784,995","4,990","5,020","4,865","500",원(KRW),"15,508,143","76,300,063,560",
045300,성우테크론,"3,500","50","1.45","3,500","3,450","23,858","82,286,990","3,425","3,600","3,335","500",원(KRW),"8,360,090","29,260,315,000",
015750,성우하이텍,"7,750","-50","0.64","7,760","7,750","83,743","650,157,370","7,800","7,810","7,730","500",원(KRW),"60,000,000","465,000,000,000",
080470,성창오토텍,"5,580","30","0.54","5,580","5,570","50,501","281,431,190","5,610","5,750","5,480","500",원(KRW),"7,300,000","40,734,000,000",
043260,성호전자,"1,145","-10","0.87","1,145","1,140","222,871","254,499,075","1,155","1,180","1,135","500",원(KRW),"29,506,142","33,784,532,590",
053060,세동,"2,600","345","15.30","2,605","2,600","4,165,494","10,984,740,290","2,225","2,850","2,225","500",원(KRW),"13,468,840","35,018,984,000",
017510,세명전기,"5,870","130","2.26","5,870","5,860","193,119","1,120,372,260","5,750","5,970","5,660","500",원(KRW),"15,246,000","89,494,020,000",
214310,세미콘라이트,"8,410","-510","5.72","8,510","8,410","123,107","1,053,532,660","8,850","9,000","8,400","500",원(KRW),"9,125,200","76,742,932,000",
011560,세보엠이씨,"7,740","-30","0.39","7,750","7,740","53,595","412,521,490","7,770","7,820","7,550","500",원(KRW),"10,530,000","81,502,200,000",
121800,세븐스타웍스,"6,610","-110","1.64","6,640","6,610","114,894","763,939,340","6,860","6,860","6,500","500",원(KRW),"13,966,823","92,320,700,030",
100700,세운메디칼,"4,705","-110","2.28","4,750","4,705","67,855","320,034,430","4,845","4,845","4,690","100",원(KRW),"43,800,000","206,079,000,000",
024830,세원물산,"9,460","30","0.32","9,460","9,430","390","3,685,720","9,430","9,480","9,430","500",원(KRW),"8,350,000","78,991,000,000",
036630,세종텔레콤,"950","-9","0.94","951","950","1,129,438","1,077,184,177","964","964","944","500",원(KRW),"300,326,126","285,309,819,700",
039310,세중,"4,410","-105","2.33","4,415","4,410","92,940","414,784,385","4,525","4,525","4,405","500",원(KRW),"18,121,667","79,916,551,470",
080440,세진전자,"1,205","30","0.00","0","0","0","0","0","0","0","500",원(KRW),"25,018,117","30,146,830,985",
067770,세진티에스,"3,515","-80","2.23","3,530","3,515","15,834","55,556,800","3,650","3,650","3,495","500",원(KRW),"8,396,593","29,514,024,395",
053450,세코닉스,"13,300","-250","1.85","13,350","13,300","63,206","850,057,500","13,550","13,700","13,300","500",원(KRW),"10,925,918","145,314,709,400",
049180,셀루메드,"1,980","-65","3.18","1,985","1,980","7,012,498","14,094,674,480","2,055","2,065","1,975","500",원(KRW),"175,709,693","347,905,192,140",
108860,셀바스AI,"4,250","20","0.47","4,255","4,250","275,255","1,176,521,125","4,275","4,390","4,180","500",원(KRW),"22,055,945","93,737,766,250",
208370,셀바스헬스케어,"1,635","-60","3.54","1,640","1,635","127,897","212,122,505","1,690","1,710","1,630","100",원(KRW),"63,226,397","103,375,159,095",
068270,셀트리온,"104,500","-2,400","2.25","104,600","104,500","257,582","27,145,659,100","106,900","107,300","104,500","1,000",원(KRW),"116,589,842","12,183,638,489,000",
068760,셀트리온제약,"22,200","-250","1.11","22,250","22,200","64,762","1,438,133,400","22,300","22,550","22,050","500",원(KRW),"27,460,738","609,628,383,600",
053110,소리바다,"1,550","30","1.97","1,550","1,545","358,802","549,271,485","1,500","1,560","1,500","500",원(KRW),"35,740,758","55,398,174,900",
052190,소프트맥스,"10,850","200","1.88","10,850","10,750","52,106","550,817,950","10,700","10,850","10,300","500",원(KRW),"6,685,176","72,534,159,600",
032680,소프트센,"1,850","-110","5.61","1,855","1,850","262,335","499,190,775","1,970","1,995","1,850","500",원(KRW),"30,780,260","56,943,481,000",
032685,소프트센우,"19,250","200","1.05","19,250","18,950","886","16,924,700","19,050","19,300","19,000","500",원(KRW),"142,857","2,749,997,250",
066910,손오공,"7,170","-580","7.48","7,190","7,170","4,213,083","31,281,279,440","7,550","7,640","7,160","500",원(KRW),"21,896,161","156,995,474,370",
043100,솔고바이오,"965","-27","2.72","966","965","999,917","983,500,700","988","1,005","965","500",원(KRW),"86,725,785","83,690,382,525",
070300,솔라시아,"6,380","160","2.57","6,380","6,370","55,127","345,437,430","6,200","6,400","6,150","500",원(KRW),"6,166,074","39,339,552,120",
154040,솔루에타,"6,580","-120","1.79","6,600","6,580","38,346","254,175,850","6,700","6,700","6,580","500",원(KRW),"11,026,516","72,554,475,280",
035610,솔본,"6,180","-60","0.96","6,190","6,180","109,147","679,106,900","6,210","6,380","6,090","500",원(KRW),"27,345,997","168,998,261,460",
036830,솔브레인,"62,700","1,500","2.45","62,900","62,700","97,612","6,117,259,400","61,200","63,900","60,300","500",원(KRW),"16,563,161","1,038,510,194,700",
086980,쇼박스,"6,140","-160","2.54","6,150","6,140","256,234","1,580,585,590","6,270","6,360","6,120","500",원(KRW),"62,600,000","384,364,000,000",
050960,수산아이앤티,"10,500","-600","5.41","10,600","10,500","508,648","5,447,681,000","10,950","11,100","10,450","500",원(KRW),"6,751,000","70,885,500,000",
084180,수성,"7,910","-90","1.13","7,990","7,910","167,272","1,314,617,070","7,990","8,100","7,550","500",원(KRW),"8,200,000","64,862,000,000",
236200,슈프리마,"24,000","750","3.23","24,000","23,950","38,478","924,309,200","23,600","24,450","23,050","500",원(KRW),"7,080,273","169,926,552,000",
094840,슈프리마에이치큐,"8,270","10","0.12","8,280","8,270","43,887","362,395,240","8,210","8,310","8,190","500",원(KRW),"10,471,840","86,602,116,800",
192440,슈피겐코리아,"50,800","-100","0.20","50,800","50,700","15,577","790,022,900","50,800","51,400","50,000","500",원(KRW),"6,216,363","315,791,240,400",
099440,스맥,"3,975","70","1.79","3,975","3,970","230,636","912,411,820","3,910","4,020","3,895","500",원(KRW),"21,899,580","87,050,830,500",
115570,스타플렉스,"7,880","-20","0.25","7,880","7,870","3,738","29,370,760","7,830","8,070","7,750","500",원(KRW),"6,453,734","50,855,423,920",
087220,스틸플라워,"1,020","-50","4.67","1,030","1,020","1,329,748","1,395,138,965","1,060","1,085","1,020","500",원(KRW),"42,175,555","43,019,066,100",
028040,스페로 글로벌,"3,735","-100","2.61","3,735","3,730","196,491","737,829,085","3,800","3,850","3,675","500",원(KRW),"18,100,872","67,606,756,920",
013810,스페코,"5,060","30","0.60","5,060","5,040","116,027","583,264,075","5,030","5,080","4,985","500",원(KRW),"13,818,790","69,923,077,400",
039670,스포츠서울,"3,565","-45","1.25","3,570","3,565","192,009","688,092,980","3,620","3,695","3,495","500",원(KRW),"16,871,321","60,146,259,365",
049830,승일,"13,700","-400","2.84","13,700","13,650","94,261","1,300,072,450","14,100","14,150","13,550","500",원(KRW),"6,132,112","84,009,934,400",
020710,시공테크,"5,560","-130","2.28","5,570","5,560","71,310","399,135,210","5,640","5,740","5,540","500",원(KRW),"20,047,970","111,466,713,200",
033170,시그네틱스,"1,800","-20","1.10","1,800","1,795","230,980","417,748,045","1,800","1,830","1,795","500",원(KRW),"85,728,319","154,310,974,200",
025320,시노펙스,"1,775","-40","2.20","1,780","1,775","429,846","765,026,050","1,805","1,845","1,750","500",원(KRW),"64,331,971","114,189,248,525",
131090,시큐브,"5,460","30","0.00","5,490","5,460","15,396","84,138,120","5,430","5,520","5,430","500",원(KRW),"6,800,000","37,128,000,000",
001000,신라섬유,"2,375","-55","2.26","2,375","2,370","29,757","70,563,255","2,400","2,430","2,355","100",원(KRW),"24,277,540","57,659,157,500",
025870,신라에스지,"6,860","-100","1.44","6,920","6,860","10,245","70,032,450","6,890","6,930","6,750","500",원(KRW),"4,000,000","27,440,000,000",
065350,신성델타테크,"3,260","30","0.00","3,265","3,260","24,313","78,762,805","3,280","3,290","3,200","500",원(KRW),"20,555,553","67,011,102,780",
056000,신스타임즈,"4,780","80","1.70","4,805","4,780","21,607","104,592,025","4,700","4,980","4,700","500",원(KRW),"14,016,600","66,999,348,000",
086830,신양오라컴,"510","11","2.20","510","509","18,899,530","10,640,593,261","500","626","500","100",원(KRW),"45,268,684","23,087,028,840",
225590,신영스팩2호,"2,010","30","0.00","2,005","1,995","1,010","2,015,100","1,995","2,010","1,995","100",원(KRW),"5,105,000","10,261,050,000",
017000,신원종합개발,"10,050","-300","2.90","10,100","10,050","55,639","562,033,400","10,200","10,350","10,000","5,000",원(KRW),"10,068,027","101,183,671,350",
012790,신일제약,"12,950","-300","2.26","13,000","12,950","17,901","232,831,750","13,150","13,300","12,900","500",원(KRW),"7,900,000","102,305,000,000",
138070,신진에스엠,"9,030","-120","1.31","9,040","9,030","6,179","55,783,540","9,180","9,180","8,970","500",원(KRW),"8,972,183","81,018,812,490",
203650,신한제2호SPAC,"2,110","30","0.00","2,110","2,085","46,841","98,333,905","2,110","2,110","2,090","100",원(KRW),"5,500,000","11,605,000,000",
056700,신화인터텍,"3,480","-125","3.47","3,510","3,480","95,501","334,518,090","3,610","3,610","3,470","500",원(KRW),"29,135,091","101,390,116,680",
187270,신화콘텍,"7,500","340","4.75","7,500","7,490","413,598","3,045,121,220","7,160","7,500","7,060","500",원(KRW),"8,048,613","60,364,597,500",
