종목코드,종목명,현재가,대비,등락률(%),매도호가,매수호가,거래량(주),거래대금(원),시가,고가,저가,액면가,통화구분,상장주식수(주),상장시가총액(원),총카운트
071970,STX중공업,"2,255","-100","4.25","2,260","2,255","587,722","1,360,314,150","2,335","2,415","2,220","2,500",원(KRW),"23,792,327","53,651,697,385",
084870,TBH글로벌,"8,540","-180","2.06","8,540","8,530","26,757","229,147,430","8,700","8,700","8,520","500",원(KRW),"20,856,819","178,117,234,260",
002710,TCC동양,"2,210","-115","4.95","2,235","2,210","44,664","100,478,800","2,325","2,340","2,210","1,000",원(KRW),"22,342,500","49,376,925,000",
024070,WISCOM,"4,400","30","0.00","4,400","4,380","2,591","11,384,885","4,440","4,445","4,375","500",원(KRW),"15,025,920","66,114,048,000",
037270,YG PLUS,"2,515","-90","3.45","2,515","2,510","110,158","277,780,545","2,620","2,625","2,485","500",원(KRW),"57,510,854","144,639,797,810",
000500,가온전선,"21,000","30","0.00","21,000","20,850","6,310","132,426,950","21,000","21,350","20,750","5,000",원(KRW),"4,160,347","87,367,287,000",
000860,강남제비스코,"37,100","-200","0.54","37,100","37,050","2,590","95,880,350","37,300","37,400","36,750","1,000",원(KRW),"6,500,000","241,150,000,000",
035250,강원랜드,"38,500","-400","1.03","38,500","38,450","190,342","7,276,708,193","38,400","38,550","38,000","500",원(KRW),"213,940,500","8,236,709,250,000",
011420,갤럭시아에스엠,"1,980","5","0.25","1,980","1,965","41,726","81,420,280","1,975","1,985","1,835","500",원(KRW),"27,549,644","54,548,295,120",
002100,경농,"5,830","-80","1.35","5,830","5,770","40,724","237,657,530","5,850","5,940","5,760","500",원(KRW),"21,691,750","126,462,902,500",
012320,경동가스,"67,600","100","0.15","67,600","67,400","1,799","120,780,800","67,500","67,700","66,300","5,000",원(KRW),"3,484,800","235,572,480,000",
009450,경동나비엔,"59,900","400","0.67","60,000","59,900","37,534","2,240,546,000","59,700","60,600","59,000","1,000",원(KRW),"12,739,510","763,096,649,000",
000050,경방,"19,150","-1,700","8.15","19,200","19,150","808,024","15,569,815,650","19,800","20,100","18,550","500",원(KRW),"27,415,270","525,002,420,500",
214390,경보제약,"14,150","-300","2.08","14,200","14,150","60,141","857,366,500","14,450","14,500","14,100","500",원(KRW),"23,906,860","338,282,069,000",
012610,경인양행,"4,765","-235","4.70","4,770","4,765","187,790","911,445,185","4,950","5,000","4,735","500",원(KRW),"40,396,365","192,488,679,225",
009140,경인전자,"22,000","300","1.38","22,300","22,000","947","20,864,650","21,700","22,800","21,700","5,000",원(KRW),"1,570,797","34,557,534,000",
013580,계룡건설,"14,500","-300","2.03","14,750","14,500","9,153","134,468,750","14,900","14,900","14,500","5,000",원(KRW),"8,930,907","129,498,151,500",
012200,계양전기,"5,270","-50","0.94","5,280","5,270","67,450","352,305,800","5,250","5,310","5,170","500",원(KRW),"32,600,000","171,802,000,000",
012205,계양전기우,"4,115","35","0.86","4,120","4,110","5,517","22,534,405","4,070","4,130","4,050","500",원(KRW),"1,400,000","5,761,000,000",
004200,고려개발,"7,290","-30","0.41","7,290","7,050","13,903","99,025,940","7,350","7,400","7,000","5,000",원(KRW),"21,550,000","157,099,500,000",
002140,고려산업,"5,980","1,375","29.86","0","5,980","21,616,614","117,195,102,275","4,470","5,980","4,415","1,000",원(KRW),"24,939,425","149,137,761,500",
010130,고려아연,"451,500","-7,000","1.53","451,500","451,000","27,030","12,205,343,500","452,000","457,000","449,000","5,000",원(KRW),"18,870,000","8,519,805,000,000",
002240,고려제강,"38,500","100","0.26","38,500","38,450","5,356","203,939,600","38,000","38,550","37,750","1,000",원(KRW),"18,000,000","693,000,000,000",
009810,고려포리머,"977","-21","2.10","980","977","861,797","852,005,681","996","1,005","975","500",원(KRW),"66,257,536","64,733,612,672",
001290,골든브릿지증권,"976","-5","0.51","977","976","43,453","42,470,379","991","991","973","1,000",원(KRW),"63,737,067","62,207,377,392",
009290,광동제약,"8,450","-150","1.74","8,460","8,450","83,165","705,752,980","8,600","8,630","8,410","1,000",원(KRW),"52,420,851","442,956,190,950",
017040,광명전기,"3,425","45","1.33","3,425","3,420","1,768,798","6,059,733,645","3,390","3,495","3,320","500",원(KRW),"43,337,615","148,431,331,375",
017900,광전자,"2,340","15","0.65","2,340","2,335","86,488","201,861,065","2,330","2,355","2,305","500",원(KRW),"57,943,763","135,588,405,420",
037710,광주신세계,"251,000","-1,000","0.40","252,500","251,000","43","10,802,500","251,000","253,000","251,000","5,000",원(KRW),"1,600,000","401,600,000,000",
192530,광주은행,"9,950","-150","1.49","9,950","9,940","50,027","498,270,600","10,100","10,100","9,920","5,000",원(KRW),"51,316,057","510,594,767,150",
140910,광희리츠,"6,320","-60","0.94","6,320","6,300","15,925","99,838,290","6,380","6,400","6,210","5,000",원(KRW),"3,628,735","22,933,605,200",
030610,교보증권,"9,180","-150","1.61","9,240","9,180","34,956","323,050,460","9,310","9,340","9,180","5,000",원(KRW),"36,000,000","330,480,000,000",
007690,국도화학,"53,700","-1,300","2.36","54,000","53,700","17,659","948,006,400","54,100","54,200","52,900","5,000",원(KRW),"5,810,616","312,030,079,200",
005320,국동,"10,100","300","3.06","10,100","10,050","30,533","302,921,020","9,710","10,100","9,710","500",원(KRW),"5,893,871","59,528,097,100",
001140,국보,"23,950","2,050","9.36","23,950","23,900","256,008","6,279,794,850","22,400","27,050","22,000","5,000",원(KRW),"1,027,304","24,603,930,800",
002720,국제약품,"4,160","-90","2.12","4,160","4,150","57,155","238,898,015","4,250","4,280","4,120","1,000",원(KRW),"16,607,318","69,086,442,880",
014530,극동유화,"3,280","30","0.00","3,280","3,235","35,796","115,702,590","3,300","3,305","3,180","500",원(KRW),"34,869,420","114,371,697,600",
014280,금강공업,"45,250","950","2.14","45,300","45,250","39,731","1,859,863,300","44,850","49,250","43,650","5,000",원(KRW),"4,855,964","219,732,371,000",
014285,금강공업우,"32,000","700","2.24","32,000","31,900","16,526","535,787,800","31,600","34,600","30,750","5,000",원(KRW),"117,975","3,775,200,000",
008870,금비,"86,100","700","0.82","86,100","85,300","3,577","307,263,800","86,200","88,700","84,100","5,000",원(KRW),"1,000,000","86,100,000,000",
001570,금양,"3,250","-180","5.25","3,280","3,250","188,994","625,278,245","3,470","3,470","3,250","500",원(KRW),"39,353,308","127,898,251,000",
002990,금호산업,"10,050","-100","0.99","10,100","10,050","52,735","534,610,200","10,200","10,300","10,050","5,000",원(KRW),"35,090,993","352,664,479,650",
002995,금호산업우,"18,700","-550","2.86","18,700","18,650","4,612","85,588,000","19,250","19,250","18,400","5,000",원(KRW),"292,266","5,465,374,200",
011780,금호석유,"71,400","-200","0.28","71,400","71,200","104,972","7,461,026,800","71,600","72,000","70,400","5,000",원(KRW),"30,467,691","2,175,393,137,400",
011785,금호석유우,"28,350","-100","0.35","28,350","28,300","2,297","65,031,700","28,400","28,500","28,200","5,000",원(KRW),"3,023,486","85,715,828,100",
214330,금호에이치티,"6,390","80","1.27","6,390","6,330","16,524","104,532,560","6,310","6,420","6,280","500",원(KRW),"9,765,000","62,398,350,000",
001210,금호전기,"9,900","-150","1.49","9,970","9,900","13,070","129,763,870","10,050","10,050","9,870","5,000",원(KRW),"6,916,051","68,468,904,900",
073240,금호타이어,"10,350","-50","0.48","10,350","10,300","202,516","2,087,902,550","10,300","10,400","10,250","5,000",원(KRW),"157,993,158","1,635,229,185,300",
092440,기신정기,"5,300","30","0.00","5,300","5,280","10,420","54,959,310","5,310","5,320","5,230","500",원(KRW),"29,200,000","154,760,000,000",
000270,기아차,"41,150","-500","1.20","41,150","41,100","917,089","37,838,599,600","41,700","41,900","41,000","5,000",원(KRW),"405,363,347","16,680,701,729,050",
024110,기업은행,"13,100","30","0.00","13,100","13,050","831,827","10,848,780,700","13,000","13,100","12,950","5,000",원(KRW),"559,978,815","7,335,722,476,500",
013700,까뮤이앤씨,"10,700","-50","0.47","10,700","10,650","4,828","51,380,650","10,900","10,900","10,500","5,000",원(KRW),"4,515,228","48,312,939,600",
004540,깨끗한나라,"5,540","-120","2.12","5,550","5,540","107,026","594,116,570","5,650","5,660","5,500","5,000",원(KRW),"37,229,013","206,248,732,020",
004545,깨끗한나라우,"19,600","-1,350","6.44","19,600","19,550","9,134","180,315,000","20,200","20,200","19,450","5,000",원(KRW),"366,160","7,176,736,000",
007460,나라케이아이씨,"2,635","-100","3.66","2,655","2,635","76,090","203,636,245","2,740","2,790","2,630","500",원(KRW),"16,926,996","44,602,634,460",
001260,남광토건,"8,330","30","0.00","8,440","8,330","27,830","236,246,700","8,300","8,710","8,300","5,000",원(KRW),"9,796,455","81,604,470,150",
008350,남선알미늄,"1,235","-20","1.59","1,240","1,235","1,076,932","1,344,358,995","1,260","1,270","1,235","500",원(KRW),"110,179,090","136,071,176,150",
008355,남선알미우,"9,400","-330","3.39","9,470","9,400","11,350","108,982,770","9,770","9,860","9,400","500",원(KRW),"307,890","2,894,166,000",
004270,남성,"1,820","30","0.00","1,820","1,815","68,232","123,789,405","1,835","1,835","1,800","500",원(KRW),"36,212,160","65,906,131,200",
003920,남양유업,"678,000","7,000","1.04","678,000","672,000","500","337,284,000","669,000","679,000","669,000","5,000",원(KRW),"720,000","488,160,000,000",
003925,남양유업우,"230,000","500","0.22","230,000","228,000","40","9,200,000","230,000","230,000","230,000","5,000",원(KRW),"166,662","38,332,260,000",
002070,남영비비안,"8,450","10","0.12","8,450","8,400","1,110","9,355,140","8,440","8,480","8,390","1,000",원(KRW),"6,867,945","58,034,135,250",
025860,남해화학,"8,230","-30","0.36","8,230","8,220","38,172","314,066,420","8,200","8,280","8,180","1,000",원(KRW),"49,678,843","408,856,877,890",
005720,넥센,"8,040","30","0.37","8,040","8,010","12,900","103,505,380","8,010","8,070","7,950","500",원(KRW),"50,880,170","409,076,566,800",
005725,넥센우,"4,410","-50","1.12","4,455","4,410","2,366","10,449,300","4,405","4,515","4,405","500",원(KRW),"3,600,600","15,878,646,000",
002350,넥센타이어,"13,500","50","0.37","13,500","13,450","78,901","1,059,318,150","13,250","13,550","13,250","500",원(KRW),"96,415,877","1,301,614,339,500",
002355,넥센타이어1우B,"5,560","10","0.18","5,560","5,530","32","177,860","5,530","5,560","5,530","500",원(KRW),"6,500,000","36,140,000,000",
110570,넥솔론,"482","-16","3.21","483","482","993,069","484,932,165","498","500","477","500",원(KRW),"160,894,907","77,551,345,174",
090350,노루페인트,"9,420","-30","0.32","9,460","9,420","28,513","269,777,730","9,510","9,510","9,390","500",원(KRW),"20,000,000","188,400,000,000",
090355,노루페인트우,"8,770","-10","0.11","8,770","8,600","149","1,262,280","8,440","8,770","8,440","500",원(KRW),"463,126","4,061,615,020",
000320,노루홀딩스,"16,500","150","0.92","16,600","16,500","4,444","72,515,200","16,450","16,500","16,200","500",원(KRW),"13,198,611","217,777,081,500",
000327,노루홀딩스2우B,"18,100","-250","1.36","18,100","18,050","726","13,089,550","18,300","18,300","18,000","500",원(KRW),"92,540","1,674,974,000",
000325,노루홀딩스우,"16,450","30","0.00","16,300","16,200","1","16,450","16,450","16,450","16,450","500",원(KRW),"185,250","3,047,362,500",
006280,녹십자,"145,000","-3,000","2.03","145,000","144,500","32,845","4,796,767,500","148,500","148,500","144,500","5,000",원(KRW),"11,686,538","1,694,548,010,000",
005250,녹십자홀딩스,"23,300","-1,250","5.09","23,350","23,300","90,403","2,134,038,400","24,550","24,550","23,300","500",원(KRW),"47,028,210","1,095,757,293,000",
005255,녹십자홀딩스1우,"25,000","100","0.40","25,000","24,000","279","7,068,000","25,400","25,400","24,000","500",원(KRW),"1,668,870","41,721,750,000",
005257,녹십자홀딩스2우,"22,100","-450","2.00","22,500","22,050","240","5,325,850","22,200","22,550","22,050","500",원(KRW),"845,990","18,696,379,000",
004370,농심,"301,500","7,500","2.55","302,000","301,500","34,983","10,533,997,000","292,500","304,000","292,500","5,000",원(KRW),"6,082,642","1,833,916,563,000",
072710,농심홀딩스,"105,500","-500","0.47","105,500","104,500","3,610","382,703,000","106,000","107,500","104,500","5,000",원(KRW),"4,637,790","489,286,845,000",
023590,다우기술,"21,200","-400","1.85","21,250","21,200","73,207","1,555,208,100","21,600","21,650","21,100","500",원(KRW),"44,866,617","951,172,280,400",
020120,다우인큐브,"3,035","-95","3.04","3,035","3,015","60,225","183,151,755","3,100","3,135","2,995","500",원(KRW),"15,832,549","48,051,786,215",
015590,대경기계,"1,115","15","1.36","1,120","1,115","183,738","204,138,245","1,080","1,130","1,080","500",원(KRW),"70,739,890","78,874,977,350",
019680,대교,"8,490","-110","1.28","8,490","8,470","82,038","695,035,090","8,590","8,590","8,410","500",원(KRW),"84,702,850","719,127,196,500",
019685,대교우B,"5,260","30","0.57","5,260","5,230","394","2,069,720","5,280","5,280","5,220","500",원(KRW),"19,426,990","102,185,967,400",
006370,대구백화점,"13,450","50","0.37","13,450","13,400","3,620","48,675,300","13,400","13,500","13,300","5,000",원(KRW),"10,821,611","145,550,667,950",
004130,대덕GDS,"12,300","-100","0.81","12,300","12,250","27,793","341,031,900","12,300","12,450","12,100","500",원(KRW),"20,575,613","253,080,039,900",
004135,대덕GDS우,"7,320","30","0.00","7,320","7,290","125","910,400","7,280","7,320","7,280","500",원(KRW),"2,160,000","15,811,200,000",
008060,대덕전자,"7,690","60","0.79","7,690","7,600","58,362","444,664,440","7,580","7,690","7,530","500",원(KRW),"48,796,300","375,243,547,000",
000490,대동공업,"7,140","-80","1.11","7,160","7,140","35,300","253,413,610","7,250","7,250","7,140","1,000",원(KRW),"23,728,210","169,419,419,400",
008110,대동전자,"4,755","80","1.71","4,755","4,735","3,832","18,089,785","4,695","4,755","4,685","500",원(KRW),"10,490,447","49,882,075,485",
005750,대림B&Co,"9,050","-190","2.06","9,060","9,050","50,878","464,403,750","9,270","9,340","9,050","1,000",원(KRW),"15,501,672","140,290,131,600",
000210,대림산업,"83,500","-1,000","1.18","83,500","83,400","161,555","13,390,671,100","84,000","84,100","81,800","5,000",원(KRW),"34,800,000","2,905,800,000,000",
000215,대림산업우,"30,000","-200","0.66","30,000","29,800","11,610","344,786,800","29,850","30,300","29,100","5,000",원(KRW),"3,800,000","114,000,000,000",
004440,대림씨엔에스,"22,550","150","0.67","22,550","22,450","28,724","645,322,900","22,700","22,750","22,200","1,000",원(KRW),"12,731,947","287,105,404,850",
006570,대림통상,"6,600","160","2.48","6,600","6,590","5,671","36,156,380","6,660","6,660","6,200","1,000",원(KRW),"15,225,000","100,485,000,000",
001680,대상,"27,800","500","1.83","27,800","27,750","99,729","2,756,635,050","27,200","27,850","27,150","1,000",원(KRW),"34,411,575","956,641,785,000",
001689,대상3우B,"27,300","30","0.00","27,700","27,050","0","0","0","0","0","1,000",원(KRW),"236,450","6,455,085,000",
001685,대상우,"13,100","-200","1.50","13,350","13,100","630","8,310,500","13,300","13,400","13,100","1,000",원(KRW),"1,370,223","17,949,921,300",
084690,대상홀딩스,"10,600","30","0.00","10,600","10,550","28,942","306,016,200","10,600","10,650","10,500","1,000",원(KRW),"36,212,538","383,852,902,800",
084695,대상홀딩스우,"7,720","30","0.00","7,710","7,620","24","185,040","7,720","7,720","7,630","1,000",원(KRW),"913,482","7,052,081,040",
128820,대성산업,"3,480","-260","6.95","3,530","3,480","344,749","1,236,082,150","3,610","3,740","3,480","5,000",원(KRW),"24,087,955","83,826,083,400",
117580,대성에너지,"6,330","-100","1.56","6,370","6,330","40,427","256,769,410","6,360","6,460","6,300","1,000",원(KRW),"27,500,000","174,075,000,000",
005620,대성합동지주,"33,450","-3,050","8.36","34,150","33,450","13,558","473,180,100","36,400","36,450","33,450","5,000",원(KRW),"1,799,077","60,179,125,650",
016710,대성홀딩스,"9,510","110","1.17","9,520","9,510","48,511","458,050,360","9,470","9,550","9,370","1,000",원(KRW),"16,089,459","153,010,755,090",
003540,대신증권,"10,650","-50","0.47","10,650","10,600","62,901","669,922,650","10,750","10,800","10,550","5,000",원(KRW),"50,773,400","540,736,710,000",
003547,대신증권2우B,"7,250","-30","0.41","7,260","7,250","3,544","25,665,800","7,230","7,280","7,230","5,000",원(KRW),"10,000,000","72,500,000,000",
003545,대신증권우,"7,880","30","0.00","7,890","7,880","13,841","108,812,380","7,900","7,920","7,790","5,000",원(KRW),"26,000,000","204,880,000,000",
009190,대양금속,"3,965","10","0.25","3,965","3,890","4,082","16,030,230","3,960","3,970","3,885","500",원(KRW),"12,317,933","48,840,604,345",
014160,대영포장,"1,010","-10","0.98","1,015","1,010","578,095","588,005,050","1,025","1,030","1,010","500",원(KRW),"106,584,898","107,650,746,980",
047040,대우건설,"6,320","-140","2.17","6,330","6,320","385,286","2,446,104,980","6,430","6,430","6,320","5,000",원(KRW),"415,622,638","2,626,735,072,160",
009320,대우부품,"1,555","-5","0.32","1,555","1,550","190,843","295,640,710","1,540","1,575","1,540","500",원(KRW),"47,646,375","74,090,113,125",
042660,대우조선해양,"4,480","30","0.00","0","0","0","0","0","0","0","5,000",원(KRW),"273,415,368","1,224,900,848,640",
003090,대웅,"46,800","-2,000","4.10","47,050","46,800","3,727","177,375,850","48,700","48,800","46,750","2,500",원(KRW),"11,628,396","544,208,932,800",
069620,대웅제약,"70,300","-3,000","4.09","70,400","70,300","59,576","4,225,116,200","73,300","73,500","70,200","2,500",원(KRW),"11,586,575","814,536,222,500",
000430,대원강업,"5,250","-80","1.50","5,300","5,250","2,160","11,406,020","5,250","5,320","5,250","500",원(KRW),"62,000,000","325,500,000,000",
006340,대원전선,"1,735","10","0.58","1,735","1,730","314,474","542,638,530","1,715","1,745","1,705","500",원(KRW),"68,107,171","118,165,941,685",
006345,대원전선우,"3,805","-75","1.93","3,805","3,800","127,675","478,199,110","3,825","3,905","3,620","500",원(KRW),"2,621,200","9,973,666,000",
003220,대원제약,"17,800","-650","3.52","17,850","17,800","45,564","817,268,550","18,400","18,550","17,700","500",원(KRW),"17,681,504","314,730,771,200",
024890,대원화성,"2,550","-65","2.49","2,560","2,550","242,645","629,740,785","2,615","2,660","2,520","500",원(KRW),"41,249,152","105,185,337,600",
002880,대유에이텍,"1,725","15","0.88","1,725","1,720","94,343","162,161,915","1,710","1,730","1,710","500",원(KRW),"91,784,300","158,327,917,500",
000300,대유플러스,"1,080","30","0.00","1,090","1,080","217,742","236,830,215","1,075","1,100","1,070","500",원(KRW),"88,120,526","95,170,168,080",
012800,대창,"977","-7","0.71","984","977","629,009","614,411,579","992","994","960","500",원(KRW),"91,140,499","89,044,267,523",
015230,대창단조,"46,700","350","0.76","46,700","46,500","2,752","128,075,150","45,200","47,000","45,200","5,000",원(KRW),"2,000,000","93,400,000,000",
001070,대한방직,"65,000","-1,000","1.52","65,500","65,000","1,165","75,208,100","65,600","66,200","63,600","5,000",원(KRW),"1,060,000","68,900,000,000",
006650,대한유화,"205,000","-2,500","1.20","205,500","205,000","19,524","4,008,849,500","206,000","207,500","204,000","5,000",원(KRW),"6,500,000","1,332,500,000,000",
001440,대한전선,"1,930","-20","1.03","1,930","1,920","269,218","518,240,925","1,930","1,945","1,915","500",원(KRW),"856,473,009","1,652,992,907,370",
084010,대한제강,"9,540","410","4.49","9,540","9,510","123,346","1,154,485,860","9,030","9,690","9,030","1,000",원(KRW),"24,646,734","235,129,842,360",
001790,대한제당,"24,100","100","0.42","24,150","24,100","274,716","6,593,787,700","23,850","25,450","23,750","2,500",원(KRW),"8,840,002","213,044,048,200",
001799,대한제당3우B,"20,400","30","0.00","20,400","20,200","2","40,650","20,250","20,400","20,250","2,500",원(KRW),"129,656","2,644,982,400",
001795,대한제당우,"12,350","-100","0.80","12,350","12,300","113","1,390,450","12,400","12,400","12,300","2,500",원(KRW),"648,276","8,006,208,600",
001130,대한제분,"176,000","2,000","1.15","176,000","175,000","508","89,057,500","174,500","177,000","174,000","5,000",원(KRW),"1,690,000","297,440,000,000",
003490,대한항공,"31,950","150","0.47","31,950","31,900","230,875","7,308,561,150","31,750","32,100","31,000","5,000",원(KRW),"72,839,744","2,327,229,820,800",
003495,대한항공우,"13,300","30","0.00","13,300","13,100","485","6,443,200","13,000","13,350","13,000","5,000",원(KRW),"1,110,794","14,773,560,200",
005880,대한해운,"18,600","100","0.54","18,650","18,600","58,143","1,076,956,250","18,600","18,700","18,250","5,000",원(KRW),"24,426,504","454,332,974,400",
003830,대한화섬,"106,500","-1,000","0.93","106,000","105,000","350","36,988,000","107,500","107,500","105,000","5,000",원(KRW),"1,328,000","141,432,000,000",
016090,대현,"3,565","-55","1.52","3,575","3,565","214,824","772,953,040","3,620","3,650","3,560","500",원(KRW),"45,282,310","161,431,435,150",
069460,대호에이엘,"1,730","-30","1.70","1,735","1,730","100,183","172,453,065","1,790","1,790","1,700","500",원(KRW),"27,134,839","46,943,271,470",
012510,더존비즈온,"22,550","50","0.22","22,550","22,500","68,038","1,526,988,200","22,650","22,700","22,200","500",원(KRW),"29,672,700","669,119,385,000",
004830,덕성,"6,660","-90","1.33","6,680","6,660","85,822","574,623,910","6,730","6,840","6,570","500",원(KRW),"15,680,000","104,428,800,000",
004835,덕성우,"2,855","-25","0.87","2,860","2,845","7,709","21,912,780","2,875","2,875","2,835","500",원(KRW),"1,392,000","3,974,160,000",
024900,덕양산업,"1,955","-20","1.01","1,960","1,955","43,332","84,520,170","1,965","1,995","1,920","500",원(KRW),"32,564,980","63,664,535,900",
008000,도레이케미칼,"19,450","-50","0.26","19,500","19,450","1,833","35,648,200","19,550","19,550","19,400","5,000",원(KRW),"46,363,851","901,776,901,950",
002150,도화엔지니어링,"4,865","-75","1.52","4,870","4,865","9,420","46,221,055","4,930","4,970","4,860","500",원(KRW),"33,720,000","164,047,800,000",
001620,동국실업,"2,345","-20","0.85","2,345","2,340","62,043","144,777,465","2,345","2,365","2,315","500",원(KRW),"26,334,520","61,754,449,400",
001230,동국제강,"8,110","-70","0.86","8,110","8,100","151,434","1,222,419,040","8,110","8,180","8,030","5,000",원(KRW),"95,381,955","773,547,655,050",
023450,동남합성,"67,300","30","0.00","67,500","67,300","109","7,351,300","67,400","67,500","67,300","5,000",원(KRW),"1,500,000","100,950,000,000",
004140,동방,"2,245","-25","1.10","2,245","2,240","296,596","661,498,260","2,305","2,305","2,185","1,000",원(KRW),"21,523,970","48,321,312,650",
007590,동방아그로,"6,970","-150","2.11","7,030","6,970","7,905","56,179,790","7,120","7,350","6,970","500",원(KRW),"13,617,577","94,914,511,690",
012030,동부,"805","-11","1.35","807","805","716,292","577,002,610","825","825","798","500",원(KRW),"182,126,320","146,611,687,600",
005960,동부건설,"10,500","30","0.00","0","0","0","0","0","0","0","5,000",원(KRW),"8,562,574","89,907,027,000",
005965,동부건설우,"22,200","30","0.00","0","0","0","0","0","0","0","5,000",원(KRW),"290,886","6,457,669,200",
016380,동부제철,"13,400","50","0.37","13,400","13,300","2,778","36,736,750","13,700","13,700","13,100","5,000",원(KRW),"25,000,122","335,001,634,800",
016385,동부제철우,"27,900","-850","2.96","28,300","27,850","1,530","42,902,300","28,250","28,750","27,500","5,000",원(KRW),"160,334","4,473,318,600",
016610,동부증권,"3,365","-45","1.32","3,390","3,365","38,662","130,997,395","3,430","3,430","3,365","5,000",원(KRW),"42,446,389","142,832,098,985",
000990,동부하이텍,"17,250","-250","1.43","17,300","17,250","249,563","4,300,405,150","17,600","17,750","17,050","5,000",원(KRW),"44,367,832","765,345,102,000",
000995,동부하이텍1우,"32,700","-450","1.36","32,700","32,550","574","18,618,500","33,750","33,800","32,050","5,000",원(KRW),"112,316","3,672,733,200",
005830,동부화재,"70,800","-200","0.28","70,800","70,700","116,518","8,215,932,200","70,600","71,600","69,300","500",원(KRW),"70,800,000","5,012,640,000,000",
083350,동북아10호,"4,395","30","0.00","4,490","4,125","0","0","0","0","0","5,000",원(KRW),"1,585,660","6,968,975,700",
083360,동북아11호,"4,445","30","0.00","4,445","4,205","0","0","0","0","0","5,000",원(KRW),"1,585,660","7,048,258,700",
083370,동북아12호,"4,415","30","0.00","4,440","4,300","0","0","0","0","0","5,000",원(KRW),"1,585,660","7,000,688,900",
083380,동북아13호,"4,350","-95","2.14","4,435","4,300","6,116","26,604,735","4,350","4,435","4,350","5,000",원(KRW),"1,585,660","6,897,621,000",
083390,동북아14호,"4,485","-45","0.99","4,485","4,305","0","0","0","0","0","5,000",원(KRW),"1,585,660","7,111,685,100",
026960,동서,"27,200","-350","1.27","27,250","27,200","41,083","1,121,465,000","27,550","27,550","27,100","500",원(KRW),"99,700,000","2,711,840,000,000",
002210,동성제약,"4,310","-65","1.49","4,310","4,295","27,899","120,317,730","4,400","4,435","4,275","1,000",원(KRW),"22,404,756","96,564,498,360",
102260,동성코퍼레이션,"6,450","10","0.16","6,460","6,450","51,040","327,334,890","6,450","6,480","6,360","1,000",원(KRW),"45,444,970","293,120,056,500",
005190,동성화학,"21,200","-300","1.40","21,200","21,150","14,208","300,275,150","21,250","21,300","21,050","1,000",원(KRW),"5,304,983","112,465,639,600",
000640,동아쏘시오홀딩스,"151,000","-7,000","4.43","151,500","151,000","17,851","2,726,602,500","157,000","158,000","151,000","5,000",원(KRW),"6,050,313","913,597,263,000",
058730,동아에스텍,"5,590","-10","0.18","5,590","5,560","8,829","48,877,110","5,540","5,600","5,500","500",원(KRW),"15,370,000","85,918,300,000",
170900,동아에스티,"95,000","-4,600","4.62","95,100","95,000","40,058","3,847,220,500","99,000","99,100","95,000","5,000",원(KRW),"8,443,868","802,167,460,000",
028100,동아지질,"8,550","-120","1.38","8,560","8,550","18,616","160,401,040","8,630","8,750","8,550","500",원(KRW),"11,500,000","98,325,000,000",
007340,동아타이어,"24,000","150","0.63","24,000","23,900","5,446","130,155,300","23,650","24,150","23,600","500",원(KRW),"23,727,020","569,448,480,000",
001520,동양,"3,240","-5","0.15","3,245","3,240","244,612","794,288,860","3,210","3,285","3,210","500",원(KRW),"238,684,063","773,336,364,120",
001527,동양2우B,"13,750","-150","1.08","13,800","13,600","291","4,076,600","14,900","14,900","13,750","500",원(KRW),"308,569","4,242,823,750",
001529,동양3우B,"26,550","-300","1.12","26,550","26,500","1,118","29,888,100","27,150","27,750","26,400","500",원(KRW),"89,722","2,382,119,100",
084670,동양고속,"39,550","100","0.25","39,550","39,500","3,601","142,434,350","39,100","39,950","39,000","5,000",원(KRW),"2,652,000","104,886,600,000",
030790,동양네트웍스,"1,330","30","2.31","1,330","1,325","500,831","654,800,840","1,310","1,340","1,280","500",원(KRW),"52,734,346","70,136,680,180",
002900,동양물산,"2,700","-245","8.32","2,705","2,700","7,283,284","20,664,298,610","2,990","3,045","2,665","500",원(KRW),"65,388,900","176,550,030,000",
082640,동양생명,"11,750","-50","0.42","11,800","11,750","136,949","1,600,163,950","11,700","11,950","11,400","5,000",원(KRW),"107,572,390","1,263,975,582,500",
001525,동양우,"15,500","-300","1.90","15,450","15,150","492","7,495,100","15,950","15,950","15,000","500",원(KRW),"617,731","9,574,830,500",
008970,동양철관,"1,325","-10","0.75","1,325","1,320","450,891","600,694,905","1,335","1,350","1,320","500",원(KRW),"85,584,047","113,398,862,275",
003580,동원,"46,600","-750","1.58","47,100","46,600","4,179","195,788,350","47,050","47,400","46,600","5,000",원(KRW),"1,278,717","59,588,212,200",
049770,동원F&B,"206,500","2,500","1.23","206,500","206,000","4,230","869,394,000","203,500","208,000","203,500","5,000",원(KRW),"3,859,124","796,909,106,000",
018500,동원금속,"3,355","125","3.87","3,365","3,355","607,230","2,086,007,805","3,260","3,600","3,240","500",원(KRW),"35,122,525","117,836,071,375",
006040,동원산업,"311,000","-4,000","1.27","311,500","308,500","1,905","591,485,500","305,000","315,500","305,000","5,000",원(KRW),"3,363,200","1,045,955,200,000",
030720,동원수산,"8,780","-170","1.90","8,780","8,770","16,936","148,551,000","8,740","9,100","8,680","5,000",원(KRW),"4,059,609","35,643,367,020",
